id,category,secondary_categories,confidence_score,title,company,location,pay,job_type,shift_schedule,last_seen_at,job_url,description,experience_required,requirement_summary,requirement_evidence
539,HR & Recruiting,,8,US Human Resources Assistant,MEDVA,Work from Home,,,,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=d81247a23138056c,"Schedule: Monday – Friday, 8:30 AM – 5:00 PM
Position Summary We are seeking a detail‑oriented and highly organized Virtual Support HR Assistant to provide clerical and administrative support to the HR department. This role requires discretion, confidentiality, and strong organizational skills to ensure smooth HR operations and compliance.
Essential Duties
Manage sensitive HR tasks with confidentiality and discretion.
Perform administrative duties including filing, data entry, and spreadsheet management.
Oversee departmental Outlook inboxes and escalate requests appropriately.
Maintain accurate employee e‑files throughout the employee lifecycle; conduct audits for ACHC compliance.
Track and record company trainings, update Census documentation, and maintain the Time‑Off Calendar and Organizational Chart.
Assist with HR SharePoint updates (new hires, birthdays, anniversaries, HR events).
Maintain Kantime personnel files, licensure, certifications, and insurance records to ensure compliance.
Review timecards, collect payroll documentation, and conduct payroll audits.
Support payroll operations, 401(k) reporting, reconciliation, and audit activities.
Generate employee data reports as requested.
Additional Responsibilities
Communicate effectively across all levels of the organization.
Conduct research and gather information to support HR decision‑making.
Participate in HR, Payroll, and Recruiting projects.
Perform other duties as assigned by the Director.
Qualifications
Proven ability to maintain confidentiality and exercise sound judgment.
Strong interpersonal, organizational, and time management skills.
Excellent communication skills, both written and verbal.
Problem‑solving ability with timely issue resolution.
Proficiency in Microsoft Office Suite (Word, Excel, Outlook, PowerPoint).
Basic knowledge of graphic design and social media utilization.
Familiarity with Payroll/HRIS systems (e.g., ADP Workforce Now), EMR systems (e.g., Kantime), and learning management systems.
Ability to work independently with minimal supervision.",yes,certification,"Maintain Kantime personnel files, licensure, certifications, and insurance records to ensure compliance."
538,Healthcare & Medical Admin,,1,Facets Configuration Analyst,Pan Asia Resources,Work from Home,,"Permanent, Full-time",,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=385cc350d93954a4,"Key Responsibilities
Design and implement Clinical Care Advance (CCA) configurations, supporting care management, utilization management, and clinical workflows.
Analyze business and clinical requirements and translate them into system configuration solutions.
Perform end-to-end configuration lifecycle activities: design, build, testing (SIT/UAT), deployment, and production support.
Collaborate with SMEs, clinical teams, and IT stakeholders to ensure accurate configuration for care programs and interventions.
Conduct impact analysis and gap analysis for system enhancements and new implementations.
Troubleshoot configuration issues and provide production support and defect resolution.
Create and maintain documentation including configuration guides, test cases, and process flows.
Required Qualifications
10+ years of experience with Facets configuration in a healthcare payer environment.
Hands-on experience with Clinical Care Advance (CCA) or equivalent care management platforms.
Strong understanding of:
Claims adjudication and benefits configuration
Provider and contract setup
Utilization management and care management workflows
Experience with Medicaid, Medicare, and/or Commercial lines of business.
Proficiency in:
Testing methodologies (SIT/UAT)
Strong analytical and problem-solving skills with attention to detail.
Preferred Qualifications
Experience supporting system implementations, upgrades, or migrations involving Facets.
Exposure to clinical programs, population health, or care coordination workflows.
Experience working in a consulting environment or with multiple health plan clients.
Soft Skills
Excellent communication skills with ability to translate technical concepts for business/clinical teams
Strong stakeholder management and collaboration skills
Ability to work in fast-paced, cross-functional healthcare environments
Work Location: Remote",yes,10+ years of experience with Facets configuration in a healthcare payer environment,10+ years of experience with Facets configuration in a healthcare payer environment.
537,"Software, Data & IT",Marketing & Growth,3,Product Manager,Thorne Consulting,Work from Home,PHP 367 - PHP 490 an hour,Full-time,,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=502a4b885c5af8ee,"Position Summary
At MyThorneAI, we are transforming career readiness and workforce development for students with disabilities through innovative technology.
The Product Manager is responsible for owning the product vision, roadmap, and execution of the MyThorneAI platform. This role serves as the bridge between customers, leadership, engineering, and customer success to ensure we build features that solve real problems for schools, educators, employers, workforce agencies, and students.
The Product Manager will prioritize product initiatives, gather customer feedback, write detailed product requirements, coordinate development sprints, and ensure new features are successfully delivered from concept through launch.
This role is responsible for maximizing the value of every engineering sprint while ensuring MyThorneAI continues to lead the market in career readiness technology.
Key ResponsibilitiesProduct Strategy
Own and maintain the MyThorneAI Product Roadmap.
Prioritize features based on customer needs, revenue opportunities, and company strategy.
Work directly with the CEO to translate company vision into product initiatives.
Research industry trends and competitor platforms.
Recommend new features that improve customer experience and platform adoption.
Product Planning
Gather product feedback from:
School administrators
Teachers
VR Counselors
Workforce Boards
Employers
Students
Customer Success Team
Convert customer requests into clear product requirements.
Write Product Requirement Documents (PRDs).
Define user stories and acceptance criteria.
Prioritize the engineering backlog.
Engineering Collaboration
Work closely with the CTO and development team during sprint planning.
Clarify requirements throughout development.
Review completed work before QA testing.
Help remove blockers for developers.
Ensure features are delivered on time and meet business objectives.
Product Launch Management
Coordinate feature releases.
Develop release plans.
Create product release notes.
Partner with Customer Success to prepare training materials.
Ensure customers understand and successfully adopt new features.
Customer Experience
Analyze customer feedback and support tickets.
Identify recurring customer pain points.
Recommend product improvements based on customer data.
Monitor customer satisfaction after new feature launches.
Product Analytics
Track and report key performance indicators including:
Feature adoption
User engagement
Platform usage
Student completion rates
Employer engagement
Customer retention
Pilot-to-contract conversion rates
Customer satisfaction (CSAT)
Net Promoter Score (NPS)
Provide monthly product performance reports to the CEO.
Cross-Functional Leadership
Partner closely with:
CEO
CTO
Software Developers
QA Tester
Customer Success Manager
Director of Strategic Partnerships
Social Media & Marketing
Content Writers
Ensure every department is aligned before major product releases.
Required Qualifications
Bachelor's degree in Business, Product Management, Computer Science, Engineering, or a related field (or equivalent experience).
3+ years of experience in Product Management, Project Management, or SaaS product development.
Experience working with Agile/Scrum teams.
Strong organizational and project management skills.
Excellent written and verbal communication.
Ability to manage multiple priorities in a fast-paced startup environment.
Preferred Qualifications
Experience working with SaaS platforms.
Experience in EdTech, Workforce Development, or Career Readiness.
Familiarity with AI-powered products.
Experience working with remote software development teams.
Understanding of UX/UI design principles.
Experience using project management tools such as Jira, ClickUp, Trello, or Asana.
Success Metrics
A successful Product Manager will:
Deliver product features on schedule.
Increase customer adoption of new features.
Reduce feature request turnaround time.
Improve customer satisfaction scores.
Increase platform engagement.
Maintain a prioritized and well-organized product backlog.
Improve sprint efficiency.
Help increase pilot-to-paid contract conversion rates.
Drive measurable improvements in user retention and renewals.
Core Competencies
Product Vision
Strategic Thinking
Customer-Centric Decision Making
Leadership Without Authority
Prioritization
Communication
Analytical Thinking
Problem Solving
Organization
Data-Driven Decision Making
Adaptability
Collaboration
Why Join MyThorneAI?
Joining MyThorneAI means helping shape a platform that empowers students with disabilities to prepare for meaningful careers and independent futures. As Product Manager, you'll influence the direction of a mission-driven SaaS company with national growth ambitions.
You'll have the opportunity to:
Own the roadmap for a rapidly evolving product.
Work directly with the CEO and executive leadership.
Lead product innovation in career readiness and workforce development.
Turn customer feedback into impactful features.
Help scale a platform serving schools, workforce agencies, employers, and students across the country.
90-Day Success Plan
First 30 Days
Learn the platform, customer journey, and current roadmap.
Meet with engineering, customer success, and strategic partnerships.
Review all active feature requests and customer feedback.
Audit the product backlog and current sprint process.
Days 31–60
Prioritize the roadmap based on customer value and business impact.
Establish a regular product review cadence with the CEO and CTO.
Launch at least one customer-informed feature or improvement.
Create standardized PRD and user story templates.
Days 61–90
Lead sprint planning independently.
Implement product metrics dashboards.
Deliver a quarterly roadmap presentation.
Build a structured process for collecting and prioritizing customer feedback.
For MyThorneAI specifically, this role should function as the ""CEO of the Product."" While your CTO owns how the platform is built, the Product Manager owns what gets built, why it matters, and when it should be delivered. This division lets you remain focused on company vision, partnerships, fundraising, and national growth while ensuring the platform evolves in line with customer needs.
Pay: Php367.00 - Php490.00 per hour
Work Location: Remote",yes,"3+ years of experience in Product Management, Project Management, or SaaS product development","3+ years of experience in Product Management, Project Management, or SaaS product development."
536,Accounting & Finance,,12,Corporate Controller,UpStaff Inc.,Work from Home,"PHP 200,000 - PHP 250,000 a month",Full-time,,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=82b1a8cc52562741,"About Us
UpStaff Inc. specializes in providing dedicated remote accounting professionals based in the Philippines, along with offshore staffing services for global companies.
Our mission is to deliver cost-effective, high-quality staffing solutions that help businesses optimize their accounting functions, strengthen financial operations, and scale efficiently through skilled offshore talent.
We are currently supporting a fast-growing, private equity-backed SaaS company and are looking for a highly capable Corporate Controller to lead and scale their finance function.
About the Role
We are seeking a strategic and hands-on Corporate Controller to lead accounting and financial operations in a high-growth SaaS environment.
This role is ideal for a CPA with strong technical accounting expertise, experience in SaaS or technology companies, and exposure to private equity reporting and lender compliance.
You will play a critical role in building a reliable, scalable accounting function, working across shared services, systems, and leadership to support both current operations and future growth.
This is a high-impact leadership role requiring both strategic oversight and hands-on execution.
What You'll Do:
Accounting Operations & Reporting
Prepare monthly financial statements for multiple entities
Validate monthly license revenue and recognition for other revenue types in accordance with ASC 606
Prepare journal entries for expense accruals, depreciation/amortization, re-allocations, deferred rent, and more
Perform detailed reviews of the General Ledger and maintain balance sheet reconciliations
Validate subscription, unit, and service revenue and make necessary adjustments
Act as Finance approver for all employee expense reports via Concur
Manage AR aging and collaborate with Client Success to resolve overdue invoices and determine quarterly allowance adjustments
Oversee cash management for domestic and foreign bank accounts, including weekly payment approvals and monthly reconciliations
Monitor banking covenants for compliance and prepare lender reporting packages
Coordinate annual audits across jurisdictions (U.S., U.K., Netherlands), and support tax and audit preparation with external advisors
Strategic Finance Support
Prepare standard weekly, monthly and quarterly investor reporting
Collaborate with FP&A on budgeting, forecasting, and variance analysis
Contribute to strategic initiatives including M&A due diligence, international expansion, and system implementations
Recommend, document, and maintain strong internal controls, policies, and procedures
Research and resolve accounting issues to ensure compliance with US GAAP
Systems & Process Improvement
Administer the accounting tech stack including ERP, billing, and AP (Sage Intacct, Maxio, Tipalti)
Lead projects to increase efficiency and automation of accounting operations
Assess and improve ERP systems and financial tech tools to support scale and growth
File monthly sales tax returns in nexus states and ensure compliance with all jurisdictional requirements, including Secretary of State filings.
Team Leadership & Culture
Mentor and develop accounting team members
Foster a culture of accountability, continuous improvement, and cross-functional collaboration
What You'll Need:
Active CPA license required
Bachelor's degree in Accounting; MBA or advanced degree a plus
3-5 years total accounting experience, in an accounting leadership role (Controller or Assistant Controller)
SaaS or tech industry experience preferred; strong understanding of ASC 606 and deferred revenue
Experience in private equity-backed environments and working with lender covenants
Strong knowledge of US GAAP, financial controls, and audit readiness
Very strong Excel skills and experience with financial systems such as Sage Intacct, NetSuite, or similar
Excellent analytical, communication, and organizational skills
Roll up the sleeves and get the work done kind of attitude
Pay: Php200,000.00 - Php250,000.00 per month
Benefits:
Work from home
Work Location: Remote",yes,license,Active CPA license required
535,Accounting & Finance,,10,Bookkeeper UK Experienced,UpStaff Inc.,Work from Home,"PHP 60,000 - PHP 70,000 a month",Full-time,,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=5eece38f85488296,"Job Summary
We are seeking a detail-oriented and proactive Bookkeeper / Assistant Accountant to join our growing team. This is a client-facing role that requires strong bookkeeping skills, excellent communication abilities, and a high level of accuracy. The successful candidate will work closely with one of our Senior Accountants and collaborate with the wider team to support a portfolio of clients.
This position offers a clear career progression path, with the opportunity to advance to an Accountant role within 6–7 months for the right candidate.
Key Responsibilities
Perform day-to-day bookkeeping and accounting tasks.
Maintain accurate financial records and ensure data integrity.
Process bank reconciliations and manage general ledger transactions.
Assist with month-end and year-end accounting activities.
Prepare financial reports and supporting schedules as required.
Communicate directly with clients to gather information and address accounting-related queries.
Support Senior Accountants with client engagements and accounting projects.
Collaborate effectively with team members to ensure timely and accurate service delivery.
Ensure compliance with internal processes and accounting standards.
Qualifications & Requirements
Proven experience in bookkeeping or accounting.
Hands-on experience with Xero is required.
Experience in UK accounting is highly advantageous.
Strong attention to detail and accuracy.
Excellent verbal and written communication skills.
Comfortable working directly with clients and building professional relationships.
Ability to manage multiple tasks and meet deadlines.
Strong organizational and problem-solving skills.
Accounting, Finance, or related educational background preferred.
Salary and Benefits
Permanent WFH
Paid Holidays
Laptop will be provided
Pay: Php60,000.00 - Php70,000.00 per month
Benefits:
Work from home
Application Question(s):
Do you have UK bookkeeping experience?
Work Location: Remote",yes,Hands-on experience with Xero is required,Hands-on experience with Xero is required.
534,Marketing & Growth,,1,Australian Migration Case Administrator,Get Your Visa,Remote,"PHP 40,000 - PHP 50,000 a month","Permanent, Full-time",,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=84dec416d1bebe6a,"Get Your Visa is a leading Australian migration consultancy assisting a large and diverse client base with visa and immigration matters. We are looking for a motivated, detail-oriented, and reliable Case Administrator to join our growing team.
This is an excellent opportunity for someone with strong administration skills who is looking for long-term career growth in a professional and supportive environment.
What We Offer
Full-time remote employment
Competitive salary of PHP 40,000 to PHP 50,000, depending on experience and qualifications
Performance-based yearly bonus
Free Friday afternoon as part of our work-life balance approach
Ongoing training, mentorship, and career development
A professional, positive, and team-oriented work environment
The opportunity to work with an experienced Australian migration team on a wide range of interesting cases
About the Role
As a Case Administrator, you will support our team in managing visa and immigration matters for clients. This role requires strong organisational skills, attention to detail, and the ability to work efficiently in a fast-paced environment.
Key Requirements
At least 12 months experience in the Australian Migration Industry
Strong English written and verbal communication skills
Excellent attention to detail and organisational ability
Ability to learn quickly and follow processes accurately
Proactive, self-motivated, and results-driven attitude
Strong people skills and the ability to communicate professionally with clients and colleagues
Ability to work independently in a remote environment
Why Join Get Your Visa?
At Get Your Visa, we invest in our people. We provide the training, support, and mentorship needed to help our team grow professionally while contributing to meaningful outcomes for our clients. You will be part of a workplace that values professionalism, collaboration, and continuous improvement.
If you are motivated, organised, and looking to build your career in a stable and rewarding remote role, we would love to hear from you.
We only accept application from the following link: https://www.getyourvisa.com.au/careers/migration-case-administrator/
Job Types: Full-time, Permanent
Pay: Php40,000.00 - Php50,000.00 per month
Work Location: Remote",yes,At least 12 months experience in the Australian Migration Industry,At least 12 months experience in the Australian Migration Industry
533,Accounting & Finance,,3,Junior Auditor,UpStaff Inc.,Remote,"PHP 20,000 - PHP 23,000 a month",Full-time,,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=64203553bffad555,"UpStaff Inc. is a company that specializes in providing dedicated remote accounting professionals from the Philippines, as well as other offshore staffing services, to global companies seeking alternative and cost-effective staffing solutions. Our goal is to help international firms support their accounting functions in an efficient, reliable, and affordable way.
We are currently looking for a Remote Junior Auditor to work with one of our clients — a Hong Kong-based auditing firm — who is seeking to build a long-term relationship and invest in the growth of their team. The successful candidate will report directly to the Audit Senior/Manager and/or Audit Partner and will be involved in the execution and completion of audit engagements and related projects.
Qualifications:
Fresh graduate or with up to 1 year of external audit experience from a reputable CPA firm (Big 4 or mid-sized), or internal audit/accounting from a reputable organization.
Bachelor’s degree in BS Accountancy (required)
Strong knowledge of International Financial Reporting Standards (IFRS)
Solid understanding of business processes and risk management
Detail-oriented and meticulous in audit documentation
Proficient in both written and spoken English
Capable of working independently and under time pressure
Strong working knowledge of Microsoft Excel and other MS Office applications
Responsibilities:
Coordinate and assist audit seniors and managers with audit planning
Assist in preparing corporate service documents, financial statements, and other financial reports
Handle preparation of basic audits and reports
Perform pre-audit and secretarial audit tasks
Understand client business processes, identify risks, and follow audit procedures to address them
Test account balances and evaluate the design and effectiveness of internal controls
Document audit findings, conclusions, and related accounting issues
Working Arrangement:
Schedule: Monday to Friday, 9:00 AM – 6:00 PM PH/HK time (1-hour break)
Work setup: 100% remote; must be comfortable using monitoring software (Clockify)
Equipment: Company laptop provided; applicant must have a stable internet connection (upgradable as needed)
Compensation & Benefits:
Basic Salary: PHP 20,000 gross/month
Work-from-home allowance: PHP 3,000/month
Government-mandated benefits: SSS, PhilHealth, Pag-IBIG, and 13th month pay
Leave entitlement: 20 days annual leave (pro-rated)
Observance of Hong Kong public holidays
Pay: Php20,000.00 - Php23,000.00 per month
Benefits:
Work from home
Work Location: Remote",yes,degree in BS Accountancy (required),Bachelor’s degree in BS Accountancy (required)
532,Creative Content & Design,,7,Video Editor,Extension eCom LLC,Work from Home,"PHP 3,920 - PHP 5,600 a week",Full-time,,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=6d9c923e1e509720,"Job Title: Video Editor
About Extension eCom
We're a fast-growing, full-service Amazon agency led by an ex-Amazon employee. We help Amazon brands scale profitably through PPC, SEO, Graphic Design, Creative Strategy, and more.
We're looking for a talented Video Editor with experience in eCommerce advertising who can create compelling video creatives that improve Amazon PPC performance and drive conversions.
Position Summary
We are seeking a skilled Video Editor who understands the intersection of Amazon advertising, direct-response marketing, and creative performance.
You'll be responsible for editing high-converting video ads designed for Amazon PPC campaigns, Amazon Posts, Sponsored Brands Video, external traffic campaigns, and other eCommerce marketing channels. The ideal candidate understands how to transform product footage, UGC, and creative assets into engaging videos that capture attention and drive sales.
Experience using AI-powered creative tools is required.
Key Responsibilities
Edit high-quality video ads for Amazon PPC and eCommerce marketing campaigns
Transform raw footage, product videos, UGC content, and brand assets into conversion-focused creatives
Create compelling hooks, pacing, and storytelling that improve ad performance
Add motion graphics, captions, text overlays, sound effects, and visual enhancements as needed
Collaborate with PPC managers, creative strategists, and designers to develop winning ad concepts
Incorporate feedback quickly and efficiently while maintaining quality standards
Deliver completed projects on time and according to creative briefs
Requirements
Proven experience editing videos for Amazon brands, eCommerce businesses, or performance marketing campaigns
Strong understanding of Amazon advertising and PPC creative best practices
Experience using AI tools for video editing, content creation, or creative workflows
Proficiency in editing software such as Adobe Premiere Pro, Final Cut Pro, CapCut Pro, DaVinci Resolve, or similar
Strong portfolio showcasing eCommerce, direct-response, or performance-driven video content
Ability to work independently and manage multiple projects simultaneously
Excellent English communication skills
Strong attention to detail, storytelling, pacing, and conversion-focused editing
Reliable internet connection (minimum 20 Mbps upload/download)
Compensation
$70–$100 USD per completed project
Pay: Php3,920.00 - Php5,600.00 per week
Benefits:
Work from home
Work Location: Remote",yes,Experience using AI-powered creative tools is required,Experience using AI-powered creative tools is required.
531,Real Estate & Property,,8,Assistant Property Manager,"Evernest Holdings, LLC",Work from Home,,,,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=2b6c433e5270f0c0,"Assistant Property Manager
at Evernest
Why Join Evernest
At Evernest, you won’t just support operations — you’ll play a key role in delivering an exceptional experience for our owners and residents. As an Assistant Property Manager, you’ll be empowered to take ownership of your work, streamline processes, and drive results alongside a team that values excellence, accountability, and innovation. With the backing of proven systems and a collaborative culture, you’ll help shape the future of property management as we scale nationally. If you’re organized, proactive, and thrive in a fast-paced environment, Evernest is where your career can grow, evolve, and make a real impact.
How You’ll Make an Impact
As an Assistant Property Manager at Evernest, you’ll drive operational excellence by supporting Property Managers in key areas like owner communication, leasing, maintenance, and inspections. Your attention to detail and proactive mindset will help ensure nothing falls through the cracks and raise the bar for what great property management looks like.
What You’ll Do
Partner with Property Managers on day-to-day market-level operations - collaborating with property services, resident services, and leasing teams to ensure operations are running smoothly.
Respond to owner or tenant inquiries quickly and efficiently, providing resolutions and support.
Take ownership of critical administrative workflows to free up PMs for strategic decision-making.
Manage work orders, renovations, and key reports utilizing Evernest systems.
Provide ad hoc support where needed, helping PMs stay ahead of issues before they become problems.
Attend and actively participate in all PM and Market Leader meetings, ensuring alignment with team goals and priorities.
What We’re Looking For
Candidates must be available to work U.S. business hours (EST/CST/PST/MST depending on market) and maintain reliable internet access.
Highly organized—you can juggle multiple tasks without dropping the ball.
Detail-oriented—you catch mistakes before they happen and hold yourself to high-quality standards.
Strong English communication—you can clearly articulate updates, issues, and solutions to the team.
Proactive problem solver—you don’t wait for instructions; you anticipate needs and take initiative.
Tech-savvy—Ability to learn systems quickly
Compensation: $6-8/hr PLUS up to 14% bonus based on KPI completion
Tech + Workspace Requirements
Reliable computer (preferably a laptop)
Fast internet connection (40 Mbps download speed minimum)
Two monitor screens
Webcam and headset
Quiet, professional workspace
Who We Are
Evernest is a full-service real estate and property management company with a national presence and an outstanding reputation. We operate in 50+ of the nation's most investable markets and manage over 24,000 homes. We are a high-performing team, and our culture is second to none. Built on core values that drive collaboration, innovation, and the relentless pursuit of excellence, we’re not just another property management company. Our dedicated people, proprietary technology, and commitment to continuous improvement are changing an industry.
Our goal is to manage 250,000 homes by 2030, and we’re looking for driven individuals who share our vision. Join us on this exciting journey to build something great, and play a key role in shaping the future of property management, making a lasting impact on our clients and the communities we serve.
What We Value
To be considered for this position, you must connect deeply with Evernest’s company core values:
Win Together – Without sacrificing our core beliefs, we will always put the Team (our Owners, our Residents, and each other), first. Individually, we can only achieve so much; as a team, everyone can meet, and exceed their goals.
Do the Right Thing - We will always be honest with each other, our residents, and our owners. We operate a truth-based property management company with high levels of accountability, regardless of how it affects us individually or as a company.
Own the Outcome – We will continuously strive for the best way to serve our Owners by frequently updating our processes, pushing ourselves never to be stagnant and never accepting the status quo. We are determined to revolutionize this industry.
Embrace the Grind – Beginning with just 30 houses to now almost 24,000, it has taken an extreme amount of hustle and perseverance to grow Evernest. We believe this benefits our clients because we are committed to whatever it takes to lease your home to a well-qualified tenant, collect rent, communicate effectively, and manage the day-in and day-out processes that keep you happy.
Grow Daily – Our team of professionals commits themselves to daily disciplines both inside and outside the office. The positive habits we create in life impact our company and our clients. It's not an easy business, and there´s no substitute for disciplined habits if you want to remain successful.",unclear,"Role title implies specialized experience, but no explicit requirement was found.",
530,Marketing & Growth,,8,Marketing Data Scientist,Ask & Embla,Work from Home,"From PHP 75,000 a month","Permanent, Full-time",,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=a2cbd675368221f1,"Ask & Embla is looking for a Marketing Data Scientist who can turn that data into a genuine competitive advantage. You'll be embedded in the marketing team, owning the analytics infrastructure that drives how we acquire, retain, and grow our customer base across both brands. This is a role for someone with a commitment to excellence in how they work with data and a desire to help build something extraordinary from the inside.
What You'll Do
Own marketing analytics across both brands, from data collection and modeling to insight generation and reporting
Build and maintain dashboards and reporting frameworks that give the marketing team clear, actionable visibility into performance
Develop customer models: LTV, churn prediction, segmentation, propensity to buy, and more
Translate complex data into clear recommendations that non-technical stakeholders can act on
Partner with paid, CRM, content, and campaigns teams to design experiments, measure impact, and optimize spend
Define and maintain the marketing data taxonomy — events, attributes, and metrics that everyone agrees on and trusts
Identify trends in customer behavior, market signals, and campaign performance before they become obvious
Who You Are
3+ years in a data science or advanced analytics role, ideally within a marketing or growth function
Strong in SQL and Python; comfortable building models, not just running reports
Experience with ecommerce or DTC data structures — you understand the customer journey from first click to repeat purchase
Able to communicate clearly with non-technical teammates — insights only matter if people can use them
You don't wait to be asked — you proactively surface what the data is telling you
Comfortable in a lean environment where you'll be building the foundation, not inheriting one
Genuinely curious about customers — the numbers are interesting because the people behind them are
Open to using AI as a tool for process improvement and ways of working — ideally AI-native in how you think and operate
About Ask & Embla and Ambi
Who We Are:
Ask & Embla is a rapidly growing jewelry brand born from alternative subcultures shaped by punk, goth, and music movements. We're based in Singapore, with a collective following of more than 850,000 across our social media channels. Our growth continues with the launch of Ambi, our piercing-focused jewelry brand, which carries the same spirit of self-expression as Ask & Embla.
As e-commerce brands, we ship internationally to a diverse customer base, and we are proud to be one of the leading brands worldwide in the alternative jewelry space. We’re passionate about creating a company that brings out the best in everyone, where individuals love to work and grow as a team. That means constantly learning, building new things, staying flexible about how and where we work, and empowering each other to do the proudest work of our lives.
Ask & Embla and Ambi are led by an ex-Googler and ex-Amazonian, supported by dozens of team members across multiple countries. We’re building the foundation to expand into several business verticals beyond e-commerce, while continuing our operations to fulfil thousands of orders each month.
Ready to Join Us?
If you're a results-oriented professional who thrives in a fast-paced environment, we encourage you to apply!
Learn More about Ask & Embla and Ambi:
Website - https://askandembla.net/https://ambi.ooo/
Instagram - https://www.instagram.com/askemblastore/https://www.instagram.com/ambi.ooo/
Facebook - https://www.facebook.com/AskEmblastore/https://www.facebook.com/ooo.ambi/
Pinterest - https://www.pinterest.com/askemblastore/https://www.pinterest.com/ambijewelry/
TikTok - https://www.tiktok.com/@askandembla_officialhttps://www.tiktok.com/@ambi.ooo
Why Work With Us?
We learn and build fast together, united not only by the purpose and passion of creating beautiful, expressive, and sustainably made jewelry, but also by a community that celebrates freedom in self-expression. Everyone deserves to be fully themselves, and our jewelry designs are contemporary emblems that let them do so with pride.
Job Details
Job Type: Full-time
Expected hours: 40 per week
Pay: From Php75,000.00 per month
Benefits:
Additional leave
Employee discount
Health insurance
Life insurance
Pay raise
Promotion to permanent employee
Work from home
Work Location: Remote",yes,"3+ years in a data science or advanced analytics role, ideally within a marketing or growth function","3+ years in a data science or advanced analytics role, ideally within a marketing or growth function"
529,Education & Training,,9,"Home-based Online English Teacher (Start on July 6, 2026)",BCM Educational Group,Remote,"PHP 17,000 a month","Permanent, Full-time",,2026-07-02T21:40:17+00:00,https://ph.indeed.com/viewjob?jk=db4dc085d25758ee,"HOME-BASED ESL TEACHER
Build Your Teaching Career from the Comfort of Home
One-Day Hiring Process (via Google Meet)
Earn Up to ₱6,500 in Incentives Monthly
Flexible, stable, and designed for long-term teaching success
About the Role
Join a team that supports your growth while you teach Korean students in a structured, high-quality online environment. This role is perfect for individuals who want a stable, long-term teaching career without the daily commute. You will handle 1:1 audio and video classes using our curated learning materials, with full training and coaching provided.
What You’ll Do
- Conduct interactive 1:1 English classes with Korean learners
- Deliver lessons using prepared materials — no lesson planning required
- Give constructive feedback after each class
- Maintain a professional teaching environment at home
- Uphold BCM's teaching standards to ensure consistent student progress
Why You’ll Love Working With Us
- Work-from-home stability: consistent class flow and long-term students
- Structured teaching program: clear lesson guides, strong support system
- Collaborative teacher community: remote support, group check-ins, and coaching
- Career growth opportunities: pathways to QA, Trainer, or Team Leader roles
- Transparent incentive program: performance-based earning potential
Benefits
- Paid Training
- Monthly Incentives (Up to ₱6,500)
- Career Growth & Professional Development
Education Requirement
- Bachelor’s Degree (Required)
- If the bachelor’s degree has not yet been issued, please provide any available proof of graduation.
Technical Requirements
These will be required during screening.
- Email screenshots to recruitment.bcmmnl@gmail.com with the subject line: Name_Position
Please include:
- Internet Speed Test: Minimum 20 Mbps upload & download
- Device Specs: Screenshot showing RAM & Processor
- Headset: Wired, USB type, with noise-cancelling feature; model must be specified
- Camera: Built-in or external, at least 720p
Take the Next Step
If you're committed, enthusiastic, and ready to grow your teaching career, we’d be glad to have you onboard. Apply now and join a trusted partner for English learning in Korea and Japan.
Job Types: Full-time, Permanent
Pay: Php17,000.00 per month
Education:
Bachelor's (Required)
Work Location: Remote",unclear,No explicit main requirement found.,
